"Tr A(WL),""Tr A(LEVEL)[LOG]"",""Tr B(WL)"",""Tr B(LEVEL)[LOG]"",""Tr C(WL)"",""Tr C(LEVEL)[LOG]"",""Tr D(WL)"",""Tr D(LEVEL)[LOG]"",""Tr E(WL)"",""Tr E(LEVEL)[LOG]"",""Tr F(WL)"",""Tr F(LEVEL)[LOG]"",""Tr G(WL)"",""Tr G(LEVEL)[LOG]"""
 759.6000, -68.002,  759.6000, -87.821,  , ,  , ,  , ,  , ,  , 
 759.8000, -68.023,  759.8000, -84.544,  , ,  , ,  , ,  , ,  , 
 760.0000, -68.025,  760.0000, -83.336,  , ,  , ,  , ,  , ,  , 
 760.2000, -68.031,  760.2000, -82.463,  , ,  , ,  , ,  , ,  , 
 760.4000, -68.049,  760.4000, -82.061,  , ,  , ,  , ,  , ,  , 
 760.6000, -68.060,  760.6000, -82.011,  , ,  , ,  , ,  , ,  , 
 760.8000, -68.050,  760.8000, -82.242,  , ,  , ,  , ,  , ,  , 
 761.0000, -68.043,  761.0000, -82.545,  , ,  , ,  , ,  , ,  , 
 761.2000, -68.043,  761.2000, -82.971,  , ,  , ,  , ,  , ,  , 
 761.4000, -68.032,  761.4000, -82.554,  , ,  , ,  , ,  , ,  , 
 761.6000, -68.018,  761.6000, -82.162,  , ,  , ,  , ,  , ,  , 
 761.8000, -68.007,  761.8000, -82.153,  , ,  , ,  , ,  , ,  , 
 762.0000, -68.018,  762.0000, -82.145,  , ,  , ,  , ,  , ,  , 
 762.2000, -68.009,  762.2000, -82.269,  , ,  , ,  , ,  , ,  , 
 762.4000, -67.977,  762.4000, -82.033,  , ,  , ,  , ,  , ,  , 
 762.6000, -67.966,  762.6000, -82.068,  , ,  , ,  , ,  , ,  , 
 762.8000, -67.987,  762.8000, -82.588,  , ,  , ,  , ,  , ,  , 
 763.0000, -67.997,  763.0000, -82.600,  , ,  , ,  , ,  , ,  , 
 763.2000, -67.979,  763.2000, -81.782,  , ,  , ,  , ,  , ,  , 
 763.4000, -67.955,  763.4000, -81.563,  , ,  , ,  , ,  , ,  , 
 763.6000, -67.934,  763.6000, -81.981,  , ,  , ,  , ,  , ,  , 
 763.8000, -67.908,  763.8000, -82.760,  , ,  , ,  , ,  , ,  , 
 764.0000, -67.870,  764.0000, -83.301,  , ,  , ,  , ,  , ,  , 
 764.2000, -67.838,  764.2000, -83.435,  , ,  , ,  , ,  , ,  , 
 764.4000, -67.820,  764.4000, -84.367,  , ,  , ,  , ,  , ,  , 
 764.6000, -67.797,  764.6000, -85.237,  , ,  , ,  , ,  , ,  , 
 764.8000, -67.760,  764.8000, -84.240,  , ,  , ,  , ,  , ,  , 
 765.0000, -67.748,  765.0000, -83.285,  , ,  , ,  , ,  , ,  , 
 765.2000, -67.748,  765.2000, -82.885,  , ,  , ,  , ,  , ,  , 
 765.4000, -67.741,  765.4000, -83.142,  , ,  , ,  , ,  , ,  , 
 765.6000, -67.734,  765.6000, -83.126,  , ,  , ,  , ,  , ,  , 
 765.8000, -67.727,  765.8000, -82.658,  , ,  , ,  , ,  , ,  , 
 766.0000, -67.716,  766.0000, -82.443,  , ,  , ,  , ,  , ,  , 
 766.2000, -67.706,  766.2000, -82.496,  , ,  , ,  , ,  , ,  , 
 766.4000, -67.693,  766.4000, -82.655,  , ,  , ,  , ,  , ,  , 
 766.6000, -67.673,  766.6000, -82.173,  , ,  , ,  , ,  , ,  , 
 766.8000, -67.660,  766.8000, -81.518,  , ,  , ,  , ,  , ,  , 
 767.0000, -67.624,  767.0000, -81.382,  , ,  , ,  , ,  , ,  , 
 767.2000, -67.597,  767.2000, -81.587,  , ,  , ,  , ,  , ,  , 
 767.4000, -67.617,  767.4000, -81.349,  , ,  , ,  , ,  , ,  , 
 767.6000, -67.623,  767.6000, -81.453,  , ,  , ,  , ,  , ,  , 
 767.8000, -67.604,  767.8000, -81.946,  , ,  , ,  , ,  , ,  , 
 768.0000, -67.622,  768.0000, -82.102,  , ,  , ,  , ,  , ,  , 
 768.2000, -67.653,  768.2000, -82.119,  , ,  , ,  , ,  , ,  , 
 768.4000, -67.673,  768.4000, -82.074,  , ,  , ,  , ,  , ,  , 
 768.6000, -67.683,  768.6000, -82.733,  , ,  , ,  , ,  , ,  , 
 768.8000, -67.694,  768.8000, -84.243,  , ,  , ,  , ,  , ,  , 
 769.0000, -67.719,  769.0000, -85.346,  , ,  , ,  , ,  , ,  , 
 769.2000, -67.736,  769.2000, -85.897,  , ,  , ,  , ,  , ,  , 
 769.4000, -67.722,  769.4000, -85.769,  , ,  , ,  , ,  , ,  , 
 769.6000, -67.720,  769.6000, -85.614,  , ,  , ,  , ,  , ,  , 
 769.8000, -67.736,  769.8000, -86.518,  , ,  , ,  , ,  , ,  , 
 770.0000, -67.707,  770.0000, -87.802,  , ,  , ,  , ,  , ,  , 
 770.2000, -67.649,  770.2000, -88.676,  , ,  , ,  , ,  , ,  , 
 770.4000, -67.597,  770.4000, -88.566,  , ,  , ,  , ,  , ,  , 
 770.6000, -67.568,  770.6000, -87.182,  , ,  , ,  , ,  , ,  , 
 770.8000, -67.544,  770.8000, -86.725,  , ,  , ,  , ,  , ,  , 
 771.0000, -67.521,  771.0000, -86.531,  , ,  , ,  , ,  , ,  , 
 771.2000, -67.503,  771.2000, -86.008,  , ,  , ,  , ,  , ,  , 
 771.4000, -67.491,  771.4000, -86.082,  , ,  , ,  , ,  , ,  , 
 771.6000, -67.478,  771.6000, -84.537,  , ,  , ,  , ,  , ,  , 
 771.8000, -67.468,  771.8000, -82.801,  , ,  , ,  , ,  , ,  , 
 772.0000, -67.464,  772.0000, -82.152,  , ,  , ,  , ,  , ,  , 
 772.2000, -67.468,  772.2000, -81.629,  , ,  , ,  , ,  , ,  , 
 772.4000, -67.468,  772.4000, -80.957,  , ,  , ,  , ,  , ,  , 
 772.6000, -67.451,  772.6000, -80.506,  , ,  , ,  , ,  , ,  , 
 772.8000, -67.433,  772.8000, -80.322,  , ,  , ,  , ,  , ,  , 
 773.0000, -67.422,  773.0000, -80.390,  , ,  , ,  , ,  , ,  , 
 773.2000, -67.393,  773.2000, -80.605,  , ,  , ,  , ,  , ,  , 
 773.4000, -67.355,  773.4000, -80.816,  , ,  , ,  , ,  , ,  , 
 773.6000, -67.338,  773.6000, -81.125,  , ,  , ,  , ,  , ,  , 
 773.8000, -67.315,  773.8000, -81.182,  , ,  , ,  , ,  , ,  , 
 774.0000, -67.298,  774.0000, -80.787,  , ,  , ,  , ,  , ,  , 
 774.2000, -67.293,  774.2000, -80.935,  , ,  , ,  , ,  , ,  , 
 774.4000, -67.292,  774.4000, -81.540,  , ,  , ,  , ,  , ,  , 
 774.6000, -67.292,  774.6000, -81.547,  , ,  , ,  , ,  , ,  , 
 774.8000, -67.282,  774.8000, -81.298,  , ,  , ,  , ,  , ,  , 
 775.0000, -67.275,  775.0000, -81.210,  , ,  , ,  , ,  , ,  , 
 775.2000, -67.282,  775.2000, -81.102,  , ,  , ,  , ,  , ,  , 
 775.4000, -67.290,  775.4000, -80.910,  , ,  , ,  , ,  , ,  , 
 775.6000, -67.276,  775.6000, -80.988,  , ,  , ,  , ,  , ,  , 
 775.8000, -67.263,  775.8000, -81.148,  , ,  , ,  , ,  , ,  , 
 776.0000, -67.250,  776.0000, -81.318,  , ,  , ,  , ,  , ,  , 
 776.2000, -67.226,  776.2000, -81.222,  , ,  , ,  , ,  , ,  , 
 776.4000, -67.192,  776.4000, -80.762,  , ,  , ,  , ,  , ,  , 
 776.6000, -67.155,  776.6000, -80.698,  , ,  , ,  , ,  , ,  , 
 776.8000, -67.122,  776.8000, -80.825,  , ,  , ,  , ,  , ,  , 
 777.0000, -67.098,  777.0000, -80.869,  , ,  , ,  , ,  , ,  , 
 777.2000, -67.076,  777.2000, -80.931,  , ,  , ,  , ,  , ,  , 
 777.4000, -67.055,  777.4000, -80.887,  , ,  , ,  , ,  , ,  , 
 777.6000, -67.041,  777.6000, -80.931,  , ,  , ,  , ,  , ,  , 
 777.8000, -67.020,  777.8000, -81.138,  , ,  , ,  , ,  , ,  , 
 778.0000, -66.995,  778.0000, -81.503,  , ,  , ,  , ,  , ,  , 
 778.2000, -66.980,  778.2000, -81.491,  , ,  , ,  , ,  , ,  , 
 778.4000, -66.985,  778.4000, -81.358,  , ,  , ,  , ,  , ,  , 
 778.6000, -66.989,  778.6000, -81.624,  , ,  , ,  , ,  , ,  , 
 778.8000, -66.986,  778.8000, -81.581,  , ,  , ,  , ,  , ,  , 
 779.0000, -66.980,  779.0000, -81.300,  , ,  , ,  , ,  , ,  , 
 779.2000, -66.976,  779.2000, -81.309,  , ,  , ,  , ,  , ,  , 
 779.4000, -66.968,  779.4000, -81.760,  , ,  , ,  , ,  , ,  , 
 779.6000, -66.953,  779.6000, -81.751,  , ,  , ,  , ,  , ,  , 
 779.8000, -66.945,  779.8000, -81.382,  , ,  , ,  , ,  , ,  , 
 780.0000, -66.940,  780.0000, -81.029,  , ,  , ,  , ,  , ,  , 
 780.2000, -66.934,  780.2000, -81.013,  , ,  , ,  , ,  , ,  , 
 780.4000, -66.927,  780.4000, -81.330,  , ,  , ,  , ,  , ,  , 
 780.6000, -66.918,  780.6000, -81.342,  , ,  , ,  , ,  , ,  , 
 780.8000, -66.914,  780.8000, -81.170,  , ,  , ,  , ,  , ,  , 
 781.0000, -66.905,  781.0000, -81.220,  , ,  , ,  , ,  , ,  , 
 781.2000, -66.887,  781.2000, -81.138,  , ,  , ,  , ,  , ,  , 
 781.4000, -66.869,  781.4000, -80.785,  , ,  , ,  , ,  , ,  , 
 781.6000, -66.854,  781.6000, -80.681,  , ,  , ,  , ,  , ,  , 
 781.8000, -66.838,  781.8000, -80.698,  , ,  , ,  , ,  , ,  , 
 782.0000, -66.825,  782.0000, -80.798,  , ,  , ,  , ,  , ,  , 
 782.2000, -66.818,  782.2000, -80.693,  , ,  , ,  , ,  , ,  , 
 782.4000, -66.810,  782.4000, -80.456,  , ,  , ,  , ,  , ,  , 
 782.6000, -66.807,  782.6000, -80.304,  , ,  , ,  , ,  , ,  , 
 782.8000, -66.802,  782.8000, -80.407,  , ,  , ,  , ,  , ,  , 
 783.0000, -66.789,  783.0000, -80.522,  , ,  , ,  , ,  , ,  , 
 783.2000, -66.779,  783.2000, -80.486,  , ,  , ,  , ,  , ,  , 
 783.4000, -66.779,  783.4000, -80.335,  , ,  , ,  , ,  , ,  , 
 783.6000, -66.779,  783.6000, -80.222,  , ,  , ,  , ,  , ,  , 
 783.8000, -66.778,  783.8000, -80.330,  , ,  , ,  , ,  , ,  , 
 784.0000, -66.777,  784.0000, -80.179,  , ,  , ,  , ,  , ,  , 
 784.2000, -66.766,  784.2000, -80.143,  , ,  , ,  , ,  , ,  , 
 784.4000, -66.748,  784.4000, -80.355,  , ,  , ,  , ,  , ,  , 
 784.6000, -66.734,  784.6000, -80.529,  , ,  , ,  , ,  , ,  , 
 784.8000, -66.724,  784.8000, -80.546,  , ,  , ,  , ,  , ,  , 
 785.0000, -66.718,  785.0000, -80.364,  , ,  , ,  , ,  , ,  , 
 785.2000, -66.706,  785.2000, -80.228,  , ,  , ,  , ,  , ,  , 
 785.4000, -66.684,  785.4000, -80.197,  , ,  , ,  , ,  , ,  , 
 785.6000, -66.667,  785.6000, -79.973,  , ,  , ,  , ,  , ,  , 
 785.8000, -66.654,  785.8000, -79.618,  , ,  , ,  , ,  , ,  , 
 786.0000, -66.640,  786.0000, -79.513,  , ,  , ,  , ,  , ,  , 
 786.2000, -66.621,  786.2000, -79.391,  , ,  , ,  , ,  , ,  , 
 786.4000, -66.608,  786.4000, -79.309,  , ,  , ,  , ,  , ,  , 
 786.6000, -66.595,  786.6000, -79.360,  , ,  , ,  , ,  , ,  , 
 786.8000, -66.569,  786.8000, -79.374,  , ,  , ,  , ,  , ,  , 
 787.0000, -66.553,  787.0000, -79.455,  , ,  , ,  , ,  , ,  , 
 787.2000, -66.551,  787.2000, -79.392,  , ,  , ,  , ,  , ,  , 
 787.4000, -66.547,  787.4000, -79.390,  , ,  , ,  , ,  , ,  , 
 787.6000, -66.536,  787.6000, -79.701,  , ,  , ,  , ,  , ,  , 
 787.8000, -66.525,  787.8000, -79.851,  , ,  , ,  , ,  , ,  , 
 788.0000, -66.515,  788.0000, -79.832,  , ,  , ,  , ,  , ,  , 
 788.2000, -66.506,  788.2000, -79.943,  , ,  , ,  , ,  , ,  , 
 788.4000, -66.488,  788.4000, -79.869,  , ,  , ,  , ,  , ,  , 
 788.6000, -66.468,  788.6000, -79.653,  , ,  , ,  , ,  , ,  , 
 788.8000, -66.467,  788.8000, -79.507,  , ,  , ,  , ,  , ,  , 
 789.0000, -66.453,  789.0000, -79.447,  , ,  , ,  , ,  , ,  , 
 789.2000, -66.428,  789.2000, -79.629,  , ,  , ,  , ,  , ,  , 
 789.4000, -66.415,  789.4000, -79.574,  , ,  , ,  , ,  , ,  , 
 789.6000, -66.406,  789.6000, -79.366,  , ,  , ,  , ,  , ,  , 
 789.8000, -66.400,  789.8000, -79.431,  , ,  , ,  , ,  , ,  , 
 790.0000, -66.391,  790.0000, -79.472,  , ,  , ,  , ,  , ,  , 
 790.2000, -66.383,  790.2000, -79.448,  , ,  , ,  , ,  , ,  , 
 790.4000, -66.378,  790.4000, -79.436,  , ,  , ,  , ,  , ,  , 
 790.6000, -66.377,  790.6000, -79.305,  , ,  , ,  , ,  , ,  , 
 790.8000, -66.369,  790.8000, -79.164,  , ,  , ,  , ,  , ,  , 
 791.0000, -66.360,  791.0000, -78.990,  , ,  , ,  , ,  , ,  , 
 791.2000, -66.362,  791.2000, -78.752,  , ,  , ,  , ,  , ,  , 
 791.4000, -66.355,  791.4000, -78.742,  , ,  , ,  , ,  , ,  , 
 791.6000, -66.342,  791.6000, -78.679,  , ,  , ,  , ,  , ,  , 
 791.8000, -66.329,  791.8000, -78.573,  , ,  , ,  , ,  , ,  , 
 792.0000, -66.317,  792.0000, -78.522,  , ,  , ,  , ,  , ,  , 
 792.2000, -66.310,  792.2000, -78.329,  , ,  , ,  , ,  , ,  , 
 792.4000, -66.310,  792.4000, -78.138,  , ,  , ,  , ,  , ,  , 
 792.6000, -66.297,  792.6000, -78.094,  , ,  , ,  , ,  , ,  , 
 792.8000, -66.281,  792.8000, -78.179,  , ,  , ,  , ,  , ,  , 
 793.0000, -66.266,  793.0000, -78.291,  , ,  , ,  , ,  , ,  , 
 793.2000, -66.242,  793.2000, -78.417,  , ,  , ,  , ,  , ,  , 
 793.4000, -66.228,  793.4000, -78.288,  , ,  , ,  , ,  , ,  , 
 793.6000, -66.214,  793.6000, -78.112,  , ,  , ,  , ,  , ,  , 
 793.8000, -66.198,  793.8000, -78.095,  , ,  , ,  , ,  , ,  , 
 794.0000, -66.187,  794.0000, -78.098,  , ,  , ,  , ,  , ,  , 
 794.2000, -66.174,  794.2000, -78.169,  , ,  , ,  , ,  , ,  , 
 794.4000, -66.159,  794.4000, -78.279,  , ,  , ,  , ,  , ,  , 
 794.6000, -66.148,  794.6000, -78.282,  , ,  , ,  , ,  , ,  , 
 794.8000, -66.136,  794.8000, -78.289,  , ,  , ,  , ,  , ,  , 
 795.0000, -66.127,  795.0000, -78.310,  , ,  , ,  , ,  , ,  , 
 795.2000, -66.120,  795.2000, -78.225,  , ,  , ,  , ,  , ,  , 
 795.4000, -66.102,  795.4000, -78.255,  , ,  , ,  , ,  , ,  , 
 795.6000, -66.089,  795.6000, -78.398,  , ,  , ,  , ,  , ,  , 
 795.8000, -66.082,  795.8000, -78.500,  , ,  , ,  , ,  , ,  , 
 796.0000, -66.072,  796.0000, -78.709,  , ,  , ,  , ,  , ,  , 
 796.2000, -66.061,  796.2000, -78.886,  , ,  , ,  , ,  , ,  , 
 796.4000, -66.054,  796.4000, -78.878,  , ,  , ,  , ,  , ,  , 
 796.6000, -66.042,  796.6000, -78.844,  , ,  , ,  , ,  , ,  , 
 796.8000, -66.032,  796.8000, -78.664,  , ,  , ,  , ,  , ,  , 
 797.0000, -66.025,  797.0000, -78.462,  , ,  , ,  , ,  , ,  , 
 797.2000, -66.018,  797.2000, -78.340,  , ,  , ,  , ,  , ,  , 
 797.4000, -66.015,  797.4000, -78.254,  , ,  , ,  , ,  , ,  , 
 797.6000, -66.005,  797.6000, -78.223,  , ,  , ,  , ,  , ,  , 
 797.8000, -65.990,  797.8000, -78.215,  , ,  , ,  , ,  , ,  , 
 798.0000, -65.979,  798.0000, -78.072,  , ,  , ,  , ,  , ,  , 
 798.2000, -65.977,  798.2000, -77.837,  , ,  , ,  , ,  , ,  , 
 798.4000, -65.974,  798.4000, -77.711,  , ,  , ,  , ,  , ,  , 
 798.6000, -65.965,  798.6000, -77.763,  , ,  , ,  , ,  , ,  , 
 798.8000, -65.953,  798.8000, -77.911,  , ,  , ,  , ,  , ,  , 
 799.0000, -65.939,  799.0000, -78.062,  , ,  , ,  , ,  , ,  , 
 799.2000, -65.924,  799.2000, -78.239,  , ,  , ,  , ,  , ,  , 
 799.4000, -65.920,  799.4000, -78.264,  , ,  , ,  , ,  , ,  , 
 799.6000, -65.917,  799.6000, -78.126,  , ,  , ,  , ,  , ,  , 
 799.8000, -65.908,  799.8000, -78.005,  , ,  , ,  , ,  , ,  , 
 800.0000, -65.898,  800.0000, -77.903,  , ,  , ,  , ,  , ,  , 
 800.2000, -65.884,  800.2000, -77.865,  , ,  , ,  , ,  , ,  , 
 800.4000, -65.867,  800.4000, -77.818,  , ,  , ,  , ,  , ,  , 
 800.6000, -65.859,  800.6000, -77.665,  , ,  , ,  , ,  , ,  , 
 800.8000, -65.849,  800.8000, -77.525,  , ,  , ,  , ,  , ,  , 
 801.0000, -65.842,  801.0000, -77.360,  , ,  , ,  , ,  , ,  , 
 801.2000, -65.841,  801.2000, -77.180,  , ,  , ,  , ,  , ,  , 
 801.4000, -65.829,  801.4000, -77.171,  , ,  , ,  , ,  , ,  , 
 801.6000, -65.815,  801.6000, -77.336,  , ,  , ,  , ,  , ,  , 
 801.8000, -65.804,  801.8000, -77.370,  , ,  , ,  , ,  , ,  , 
 802.0000, -65.786,  802.0000, -77.345,  , ,  , ,  , ,  , ,  , 
 802.2000, -65.763,  802.2000, -77.417,  , ,  , ,  , ,  , ,  , 
 802.4000, -65.744,  802.4000, -77.528,  , ,  , ,  , ,  , ,  , 
 802.6000, -65.726,  802.6000, -77.629,  , ,  , ,  , ,  , ,  , 
 802.8000, -65.713,  802.8000, -77.670,  , ,  , ,  , ,  , ,  , 
 803.0000, -65.696,  803.0000, -77.748,  , ,  , ,  , ,  , ,  , 
 803.2000, -65.678,  803.2000, -77.778,  , ,  , ,  , ,  , ,  , 
 803.4000, -65.661,  803.4000, -77.822,  , ,  , ,  , ,  , ,  , 
 803.6000, -65.646,  803.6000, -77.769,  , ,  , ,  , ,  , ,  , 
 803.8000, -65.636,  803.8000, -77.694,  , ,  , ,  , ,  , ,  , 
 804.0000, -65.627,  804.0000, -77.796,  , ,  , ,  , ,  , ,  , 
 804.2000, -65.628,  804.2000, -77.818,  , ,  , ,  , ,  , ,  , 
 804.4000, -65.624,  804.4000, -77.755,  , ,  , ,  , ,  , ,  , 
 804.6000, -65.617,  804.6000, -77.790,  , ,  , ,  , ,  , ,  , 
 804.8000, -65.613,  804.8000, -77.783,  , ,  , ,  , ,  , ,  , 
 805.0000, -65.609,  805.0000, -77.704,  , ,  , ,  , ,  , ,  , 
 805.2000, -65.595,  805.2000, -77.754,  , ,  , ,  , ,  , ,  , 
 805.4000, -65.579,  805.4000, -77.805,  , ,  , ,  , ,  , ,  , 
 805.6000, -65.571,  805.6000, -77.774,  , ,  , ,  , ,  , ,  , 
 805.8000, -65.559,  805.8000, -77.723,  , ,  , ,  , ,  , ,  , 
 806.0000, -65.543,  806.0000, -77.619,  , ,  , ,  , ,  , ,  , 
 806.2000, -65.523,  806.2000, -77.646,  , ,  , ,  , ,  , ,  , 
 806.4000, -65.505,  806.4000, -77.697,  , ,  , ,  , ,  , ,  , 
 806.6000, -65.497,  806.6000, -77.622,  , ,  , ,  , ,  , ,  , 
 806.8000, -65.489,  806.8000, -77.574,  , ,  , ,  , ,  , ,  , 
 807.0000, -65.477,  807.0000, -77.573,  , ,  , ,  , ,  , ,  , 
 807.2000, -65.474,  807.2000, -77.560,  , ,  , ,  , ,  , ,  , 
 807.4000, -65.472,  807.4000, -77.465,  , ,  , ,  , ,  , ,  , 
 807.6000, -65.462,  807.6000, -77.400,  , ,  , ,  , ,  , ,  , 
 807.8000, -65.450,  807.8000, -77.370,  , ,  , ,  , ,  , ,  , 
 808.0000, -65.440,  808.0000, -77.329,  , ,  , ,  , ,  , ,  , 
 808.2000, -65.430,  808.2000, -77.176,  , ,  , ,  , ,  , ,  , 
 808.4000, -65.415,  808.4000, -77.083,  , ,  , ,  , ,  , ,  , 
 808.6000, -65.400,  808.6000, -77.086,  , ,  , ,  , ,  , ,  , 
 808.8000, -65.387,  808.8000, -76.993,  , ,  , ,  , ,  , ,  , 
 809.0000, -65.379,  809.0000, -76.900,  , ,  , ,  , ,  , ,  , 
 809.2000, -65.370,  809.2000, -76.817,  , ,  , ,  , ,  , ,  , 
 809.4000, -65.359,  809.4000, -76.688,  , ,  , ,  , ,  , ,  , 
 809.6000, -65.350,  809.6000, -76.562,  , ,  , ,  , ,  , ,  , 
 809.8000, -65.341,  809.8000, -76.518,  , ,  , ,  , ,  , ,  , 
 810.0000, -65.333,  810.0000, -76.500,  , ,  , ,  , ,  , ,  , 
 810.2000, -65.324,  810.2000, -76.502,  , ,  , ,  , ,  , ,  , 
 810.4000, -65.319,  810.4000, -76.387,  , ,  , ,  , ,  , ,  , 
 810.6000, -65.310,  810.6000, -76.243,  , ,  , ,  , ,  , ,  , 
 810.8000, -65.299,  810.8000, -76.253,  , ,  , ,  , ,  , ,  , 
 811.0000, -65.290,  811.0000, -76.280,  , ,  , ,  , ,  , ,  , 
 811.2000, -65.271,  811.2000, -76.264,  , ,  , ,  , ,  , ,  , 
 811.4000, -65.256,  811.4000, -76.248,  , ,  , ,  , ,  , ,  , 
 811.6000, -65.247,  811.6000, -76.270,  , ,  , ,  , ,  , ,  , 
 811.8000, -65.243,  811.8000, -76.357,  , ,  , ,  , ,  , ,  , 
 812.0000, -65.240,  812.0000, -76.383,  , ,  , ,  , ,  , ,  , 
 812.2000, -65.240,  812.2000, -76.378,  , ,  , ,  , ,  , ,  , 
 812.4000, -65.241,  812.4000, -76.496,  , ,  , ,  , ,  , ,  , 
 812.6000, -65.234,  812.6000, -76.614,  , ,  , ,  , ,  , ,  , 
 812.8000, -65.226,  812.8000, -76.638,  , ,  , ,  , ,  , ,  , 
 813.0000, -65.216,  813.0000, -76.662,  , ,  , ,  , ,  , ,  , 
 813.2000, -65.210,  813.2000, -76.662,  , ,  , ,  , ,  , ,  , 
 813.4000, -65.204,  813.4000, -76.659,  , ,  , ,  , ,  , ,  , 
 813.6000, -65.191,  813.6000, -76.609,  , ,  , ,  , ,  , ,  , 
 813.8000, -65.179,  813.8000, -76.529,  , ,  , ,  , ,  , ,  , 
 814.0000, -65.167,  814.0000, -76.471,  , ,  , ,  , ,  , ,  , 
 814.2000, -65.148,  814.2000, -76.360,  , ,  , ,  , ,  , ,  , 
 814.4000, -65.129,  814.4000, -76.318,  , ,  , ,  , ,  , ,  , 
 814.6000, -65.120,  814.6000, -76.301,  , ,  , ,  , ,  , ,  , 
 814.8000, -65.112,  814.8000, -76.232,  , ,  , ,  , ,  , ,  , 
 815.0000, -65.098,  815.0000, -76.155,  , ,  , ,  , ,  , ,  , 
 815.2000, -65.090,  815.2000, -76.160,  , ,  , ,  , ,  , ,  , 
 815.4000, -65.081,  815.4000, -76.231,  , ,  , ,  , ,  , ,  , 
 815.6000, -65.072,  815.6000, -76.350,  , ,  , ,  , ,  , ,  , 
 815.8000, -65.062,  815.8000, -76.354,  , ,  , ,  , ,  , ,  , 
 816.0000, -65.050,  816.0000, -76.283,  , ,  , ,  , ,  , ,  , 
 816.2000, -65.041,  816.2000, -76.343,  , ,  , ,  , ,  , ,  , 
 816.4000, -65.032,  816.4000, -76.322,  , ,  , ,  , ,  , ,  , 
 816.6000, -65.018,  816.6000, -76.227,  , ,  , ,  , ,  , ,  , 
 816.8000, -65.004,  816.8000, -76.226,  , ,  , ,  , ,  , ,  , 
 817.0000, -64.997,  817.0000, -76.255,  , ,  , ,  , ,  , ,  , 
 817.2000, -64.987,  817.2000, -76.224,  , ,  , ,  , ,  , ,  , 
 817.4000, -64.976,  817.4000, -76.204,  , ,  , ,  , ,  , ,  , 
 817.6000, -64.965,  817.6000, -76.138,  , ,  , ,  , ,  , ,  , 
 817.8000, -64.957,  817.8000, -76.044,  , ,  , ,  , ,  , ,  , 
 818.0000, -64.952,  818.0000, -76.057,  , ,  , ,  , ,  , ,  , 
 818.2000, -64.945,  818.2000, -75.997,  , ,  , ,  , ,  , ,  , 
 818.4000, -64.937,  818.4000, -75.915,  , ,  , ,  , ,  , ,  , 
 818.6000, -64.927,  818.6000, -75.927,  , ,  , ,  , ,  , ,  , 
 818.8000, -64.912,  818.8000, -75.935,  , ,  , ,  , ,  , ,  , 
 819.0000, -64.895,  819.0000, -75.954,  , ,  , ,  , ,  , ,  , 
 819.2000, -64.884,  819.2000, -75.951,  , ,  , ,  , ,  , ,  , 
 819.4000, -64.868,  819.4000, -75.880,  , ,  , ,  , ,  , ,  , 
 819.6000, -64.855,  819.6000, -75.866,  , ,  , ,  , ,  , ,  , 
 819.8000, -64.841,  819.8000, -75.907,  , ,  , ,  , ,  , ,  , 
 820.0000, -64.823,  820.0000, -75.872,  , ,  , ,  , ,  , ,  , 
 820.2000, -64.810,  820.2000, -75.902,  , ,  , ,  , ,  , ,  , 
 820.4000, -64.792,  820.4000, -75.932,  , ,  , ,  , ,  , ,  , 
 820.6000, -64.780,  820.6000, -75.907,  , ,  , ,  , ,  , ,  , 
 820.8000, -64.777,  820.8000, -75.916,  , ,  , ,  , ,  , ,  , 
 821.0000, -64.769,  821.0000, -75.795,  , ,  , ,  , ,  , ,  , 
 821.2000, -64.757,  821.2000, -75.661,  , ,  , ,  , ,  , ,  , 
 821.4000, -64.753,  821.4000, -75.643,  , ,  , ,  , ,  , ,  , 
 821.6000, -64.746,  821.6000, -75.574,  , ,  , ,  , ,  , ,  , 
 821.8000, -64.735,  821.8000, -75.482,  , ,  , ,  , ,  , ,  , 
 822.0000, -64.729,  822.0000, -75.467,  , ,  , ,  , ,  , ,  , 
 822.2000, -64.722,  822.2000, -75.422,  , ,  , ,  , ,  , ,  , 
 822.4000, -64.717,  822.4000, -75.394,  , ,  , ,  , ,  , ,  , 
 822.6000, -64.706,  822.6000, -75.357,  , ,  , ,  , ,  , ,  , 
 822.8000, -64.694,  822.8000, -75.308,  , ,  , ,  , ,  , ,  , 
 823.0000, -64.685,  823.0000, -75.349,  , ,  , ,  , ,  , ,  , 
 823.2000, -64.676,  823.2000, -75.368,  , ,  , ,  , ,  , ,  , 
 823.4000, -64.667,  823.4000, -75.332,  , ,  , ,  , ,  , ,  , 
 823.6000, -64.657,  823.6000, -75.335,  , ,  , ,  , ,  , ,  , 
 823.8000, -64.648,  823.8000, -75.360,  , ,  , ,  , ,  , ,  , 
 824.0000, -64.638,  824.0000, -75.382,  , ,  , ,  , ,  , ,  , 
 824.2000, -64.629,  824.2000, -75.393,  , ,  , ,  , ,  , ,  , 
 824.4000, -64.619,  824.4000, -75.374,  , ,  , ,  , ,  , ,  , 
 824.6000, -64.610,  824.6000, -75.402,  , ,  , ,  , ,  , ,  , 
 824.8000, -64.601,  824.8000, -75.396,  , ,  , ,  , ,  , ,  , 
 825.0000, -64.595,  825.0000, -75.343,  , ,  , ,  , ,  , ,  , 
